"","Invoice.ID","Product.line","Unit.price","Quantity","Date","Time","Payment","cogs","gross.income","Rating","Quantity.Disc","Unit.Price.Disc","Rating.Disc","total_price","tax_5percent"
"157","279-74-2924","Electronic accessories",72.17,1,"1/4/2019","19:40","Cash",72.17,3.6085,6.1,"Sedikit","Sedang","Buruk",0.0610175388330639,0.0610175388330638
"158","307-85-2293","Home and lifestyle",50.28,5,"3/7/2019","13:58","Ewallet",251.4,12.57,9.7,"Sedang","Murah","Sangat Bagus",0.24441806683994,0.24441806683994
"159","743-04-1105","Health and beauty",97.22,9,"3/30/2019","14:43","Ewallet",874.98,43.749,6,"Sangat Banyak","Mahal","Buruk",0.882508237316579,0.882508237316577
"160","423-57-2993","Sports and travel",93.39,6,"3/27/2019","19:18","Ewallet",560.34,28.017,10,"Banyak","Mahal","Sangat Bagus",0.560546835028549,0.560546835028549
"161","894-41-5205","Food and beverages",43.18,8,"1/19/2019","19:39","Credit card",345.44,17.272,8.3,"Sangat Banyak","Murah","Bagus",0.340646296788981,0.34064629678898
"162","275-28-0149","Sports and travel",63.69,1,"2/25/2019","16:21","Cash",63.69,3.1845,6,"Sedikit","Sedang","Buruk",0.0523402165237501,0.0523402165237499
"163","101-17-6199","Food and beverages",45.79,7,"3/13/2019","19:44","Credit card",320.53,16.0265,6.5,"Banyak","Murah","Normal",0.315156662505372,0.315156662505371
"164","423-80-0988","Sports and travel",76.4,2,"1/30/2019","19:42","",152.8,17.7427113636364,6.5,"Sedikit","Sedang","Normal",0.143523729611362,0.143523729611362
"165","548-46-9322","Food and beverages",39.9,10,"2/20/2019","15:24","Credit card",399,19.95,5.9,"Sangat Banyak","Murah","Buruk",0.395452591940732,0.395452591940732
"166","505-02-0892","Health and beauty",42.57,8,"2/25/2019","14:12","",340.56,17.028,5.6,"Sangat Banyak","Murah","Buruk",0.335652743384565,0.335652743384565
"167","234-65-2137","Home and lifestyle",95.58,10,"1/16/2019","13:32","",955.8,47.79,4.8,"Sangat Banyak","Mahal","Sangat Buruk",0.965208849231525,0.965208849231524
"168","687-47-8271","Fashion accessories",98.98,10,"2/8/2019","16:20","Credit card",989.8,49.49,8.7,"Sangat Banyak","Mahal","Bagus",1,1
"169","796-32-9050","Food and beverages",51.28,6,"1/19/2019","16:31","",307.68,15.384,6.5,"Banyak","Murah","Normal",0.302007654053169,0.302007654053169
"170","105-31-1824","Sports and travel",69.52,7,"2/1/2019","15:10","Credit card",486.64,24.332,8.5,"Banyak","Sedang","Bagus",0.485131899392178,0.485131899392177
"171","249-42-3782","Health and beauty",70.01,5,"1/3/2019","11:36","Ewallet",350.05,17.5025,5.5,"Sedang","Sedang","Buruk",0.34536356752553,0.34536356752553
"172","316-55-4634","Food and beverages",80.05,5,"1/26/2019","12:45","Credit card",400.25,20.0125,9.4,"Sedang","Mahal","Sangat Bagus",0.396731678366044,0.396731678366044
"173","733-33-4967","Electronic accessories",20.85,8,"3/3/2019","19:17","",166.8,17.7427113636364,6.3,"Sangat Banyak","Sangat Murah","Buruk",0.157849497574852,0.157849497574852
"174","608-27-6295","Electronic accessories",52.89,6,"1/19/2019","17:34","Credit card",317.34,15.867,9.8,"Banyak","Murah","Sangat Bagus",0.311892433947977,0.311892433947977
"175","414-12-7047","Food and beverages",19.79,8,"1/18/2019","12:04","Ewallet",158.32,17.7427113636364,8.7,"Sangat Banyak","Sangat Murah","Bagus",0.149172175265538,0.149172175265538
"176","827-26-2100","Home and lifestyle",33.84,9,"3/21/2019","16:21","Ewallet",304.56,15.228,8.8,"Sangat Banyak","Murah","Sangat Bagus",0.298815054335591,0.298815054335591
"177","175-54-2529","Food and beverages",22.17,8,"3/3/2019","17:01","Credit card",177.36,8.868,9.6,"Sangat Banyak","Sangat Murah","Sangat Bagus",0.168655219695884,0.168655219695884
"178","139-52-2867","Fashion accessories",22.51,7,"2/13/2019","10:50","Credit card",157.57,7.8785,4.8,"Banyak","Sangat Murah","Sangat Buruk",0.148404723410351,0.148404723410351
"179","407-63-8975","Food and beverages",73.88,6,"3/23/2019","19:16","Ewallet",443.28,22.164,4.4,"Banyak","Sedang","Sangat Buruk",0.44076294947097,0.44076294947097
"180","342-65-4817","Health and beauty",86.8,3,"1/28/2019","16:47","Ewallet",260.4,13.02,9.9,"Sedikit","Mahal","Sangat Bagus",0.253627489102184,0.253627489102184
"181","130-98-8941","Fashion accessories",64.26,7,"2/9/2019","10:00","",449.82,22.491,5.7,"Banyak","Sedang","Buruk",0.4474551296482,0.4474551296482
"182","434-83-9547","Food and beverages",38.47,8,"1/23/2019","11:51","Cash",307.76,17.7427113636364,7.7,"Sangat Banyak","Murah","Bagus",0.302089515584389,0.302089515584389
"183","851-28-6367","Sports and travel",15.5,10,"3/23/2019","10:55","Ewallet",155,7.75,8,"Sangat Banyak","Sangat Murah","Bagus",0.145774921719911,0.14577492171991
"184","824-88-3614","Health and beauty",34.31,8,"1/25/2019","15:00","Ewallet",274.48,13.724,6.5,"Sangat Banyak","Murah","Normal",0.268035118596893,0.268035118596892
"185","586-25-0848","Sports and travel",12.34,7,"3/4/2019","11:19","Credit card",86.38,4.319,6.5,"Banyak","Sangat Murah","Normal",0.075558193316006,0.0755581933160058
"186","895-66-0685","Food and beverages",18.08,3,"3/5/2019","19:46","Ewallet",54.24,2.712,8,"Sedikit","Sangat Murah","Bagus",0.0426703231483945,0.0426703231483944
"187","305-14-0245","Home and lifestyle",94.49,8,"3/3/2019","19:00","Ewallet",755.92,37.796,7.5,"Sangat Banyak","Mahal","Normal",0.760677813478501,0.7606778134785
"188","732-04-5373","Home and lifestyle",46.47,4,"2/8/2019","10:53","",185.88,9.294,7,"Sedang","Murah","Normal",0.177373472770808,0.177373472770808
"189","400-60-7251","Home and lifestyle",74.07,1,"2/10/2019","12:50","Ewallet",74.07,3.7035,9.9,"Sedikit","Sedang","Sangat Bagus",0.0629617501995375,0.0629617501995374
"190","593-65-1552","Home and lifestyle",69.81,4,"1/28/2019","20:50","Credit card",279.24,13.962,5.9,"Sedang","Sedang","Buruk",0.27290587970448,0.272905879704479
"191","284-34-9626","Home and lifestyle",77.04,3,"2/11/2019","10:39","Credit card",231.12,11.556,7.2,"Sedikit","Sedang","Normal",0.223666168675685,0.223666168675685
"192","437-58-8131","Fashion accessories",73.52,2,"1/15/2019","13:41","Ewallet",147.04,7.352,4.6,"Sedikit","Sedang","Sangat Buruk",0.137629699363527,0.137629699363526
"193","286-43-6208","Food and beverages",87.8,9,"3/16/2019","19:08","Cash",790.2,17.7427113636364,9.2,"Sangat Banyak","Mahal","Sangat Bagus",0.795755479606246,0.795755479606244
"194","641-43-2399","Home and lifestyle",25.55,4,"1/26/2019","20:23","Ewallet",102.2,5.11,5.7,"Sedang","Sangat Murah","Buruk",0.0917463111147494,0.0917463111147492
"195","831-07-6050","Electronic accessories",32.71,5,"3/19/2019","11:30","Credit card",163.55,8.1775,9.9,"Sedang","Sangat Murah","Sangat Bagus",0.154523872869042,0.154523872869042
"196","556-86-3144","Fashion accessories",74.29,1,"1/13/2019","19:30","",74.29,3.7145,5,"Sedikit","Sedang","Sangat Buruk",0.0631868694103923,0.0631868694103922
"197","848-24-9445","Health and beauty",43.7,2,"3/26/2019","18:03","",87.4,4.37,4.9,"Sedikit","Murah","Sangat Buruk",0.0766019278390602,0.0766019278390601
"198","856-22-8149","Home and lifestyle",25.29,1,"3/23/2019","10:13","Ewallet",25.29,1.2645,6.1,"Sedikit","Sangat Murah","Buruk",0.0130466815381782,0.0130466815381782
"199","699-01-4164","Health and beauty",41.5,4,"3/12/2019","19:58","",166,8.3,8.2,"Sedang","Murah","Bagus",0.157030882262653,0.157030882262653
"200","420-11-4919","Food and beverages",71.39,5,"2/17/2019","19:57","Credit card",356.95,17.8475,6.5,"Sedang","Sedang","Normal",0.35242412459325,0.35242412459325
"201","606-80-4905","Sports and travel",19.15,6,"1/29/2019","10:01","Credit card",114.9,5.745,6.8,"Banyak","Sangat Murah","Normal",0.104741829195915,0.104741829195915
"202","542-41-0513","Electronic accessories",57.49,4,"3/15/2019","11:57","Cash",229.96,11.498,6.6,"Sedang","Sedang","Normal",0.222479176472996,0.222479176472996
"203","426-39-2418","Electronic accessories",61.41,7,"1/14/2019","10:02","Cash",429.87,17.7427113636364,9.8,"Banyak","Sedang","Sangat Bagus",0.427040910300227,0.427040910300227
"204","875-46-5808","Health and beauty",25.9,10,"2/6/2019","14:51","Ewallet",259,12.95,8.7,"Sangat Banyak","Sangat Murah","Bagus",0.252194912305835,0.252194912305834
"205","394-43-4238","Home and lifestyle",17.77,5,"2/15/2019","12:42","Credit card",88.85,4.4425,5.4,"Sedang","Sangat Murah","Buruk",0.0780856680924217,0.0780856680924217
"206","749-24-1565","Health and beauty",23.03,9,"1/3/2019","12:02","Ewallet",207.27,10.3635,7.9,"Sangat Banyak","Sangat Murah","Bagus",0.19926119968074,0.19926119968074
"207","672-51-8681","Electronic accessories",66.65,9,"1/4/2019","18:19","",599.85,29.9925,9.7,"Sangat Banyak","Sedang","Sangat Bagus",0.600976198759798,0.600976198759798
"208","263-87-5680","Home and lifestyle",28.53,10,"3/18/2019","17:38","Ewallet",285.3,14.265,6.5,"Sangat Banyak","Sangat Murah","Normal",0.27910689069439,0.279106890694389
"209","573-58-9734","Fashion accessories",30.37,3,"3/28/2019","13:41","Ewallet",91.11,4.5555,5.1,"Sedikit","Sangat Murah","Sangat Buruk",0.080398256349385,0.080398256349385
"210","817-69-8206","Electronic accessories",99.73,9,"3/2/2019","19:42","",897.57,44.8785,6.5,"Sangat Banyak","Mahal","Normal",0.90562388719481,0.905623887194808
"211","888-02-0338","Electronic accessories",26.23,9,"1/25/2019","20:24","Ewallet",236.07,17.7427113636364,5.9,"Sangat Banyak","Sangat Murah","Buruk",0.228731350919919,0.228731350919919
"212","677-11-0152","Food and beverages",93.26,9,"1/16/2019","18:08","Cash",839.34,41.967,8.8,"Sangat Banyak","Mahal","Sangat Bagus",0.846038925158095,0.846038925158093
"213","142-63-6033","Home and lifestyle",92.36,5,"3/20/2019","19:17","Ewallet",461.8,23.09,4.9,"Sedang","Mahal","Sangat Buruk",0.459713893948386,0.459713893948386
"214","656-16-1063","Sports and travel",46.42,3,"1/4/2019","13:24","Credit card",139.26,6.963,6.5,"Sedikit","Murah","Normal",0.129668665452387,0.129668665452387
"215","891-58-8335","Sports and travel",29.61,7,"3/11/2019","15:53","Cash",207.27,10.3635,6.5,"Banyak","Sangat Murah","Normal",0.19926119968074,0.19926119968074
"216","802-43-8934","Home and lifestyle",18.28,1,"3/22/2019","15:05","Credit card",18.28,0.914,8.3,"Sedikit","Sangat Murah","Bagus",0.0058735648650308,0.0058735648650308
"217","560-30-5617","Sports and travel",24.77,5,"3/24/2019","18:27","Cash",123.85,6.1925,8.5,"Sedang","Sangat Murah","Bagus",0.113900088001146,0.113900088001146
"218","319-74-2561","Electronic accessories",94.64,3,"2/21/2019","16:55","Cash",283.92,14.196,5.5,"Sedikit","Mahal","Buruk",0.277694779280846,0.277694779280846
"219","549-03-9315","Fashion accessories",94.87,8,"2/12/2019","12:58","Ewallet",758.96,37.948,8.7,"Sangat Banyak","Mahal","Bagus",0.763788551664859,0.763788551664856
"220","790-29-1172","Food and beverages",57.34,3,"3/10/2019","18:59","Credit card",172.02,8.601,7.9,"Sedikit","Sedang","Bagus",0.163190962486953,0.163190962486953
"221","239-36-3640","Electronic accessories",45.35,6,"1/31/2019","13:44","",272.1,13.605,6.1,"Banyak","Murah","Buruk",0.2655997380431,0.2655997380431
"222","468-01-2051","Food and beverages",62.08,7,"3/6/2019","13:46","",434.56,21.728,5.4,"Banyak","Sedang","Buruk",0.431840042567996,0.431840042567995
"223","389-25-3394","Electronic accessories",11.81,5,"2/17/2019","18:06","Cash",59.05,2.9525,9.4,"Sedang","Sangat Murah","Sangat Bagus",0.0475922477129935,0.0475922477129933
"224","279-62-1445","Fashion accessories",12.54,1,"2/21/2019","12:38","",12.54,0.627,8.2,"Sedikit","Sangat Murah","Bagus",0,0
"225","213-72-6612","Food and beverages",43.25,2,"3/20/2019","15:56","Cash",86.5,4.325,6.2,"Sedikit","Murah","Buruk",0.0756809856128359,0.0756809856128357
"226","746-68-6593","Sports and travel",87.16,2,"1/11/2019","14:29","Credit card",174.32,8.716,9.7,"Sedikit","Mahal","Sangat Bagus",0.165544481509527,0.165544481509526
"227","836-82-5858","Health and beauty",69.37,9,"1/26/2019","19:14","",624.33,31.2165,4,"Sangat Banyak","Sedang","Sangat Buruk",0.6260258273131,0.626025827313098
"228","583-72-1480","Electronic accessories",37.06,4,"1/31/2019","16:24","Ewallet",148.24,7.412,9.7,"Sedang","Murah","Sangat Bagus",0.138857622331826,0.138857622331825
"229","466-61-5506","Electronic accessories",90.7,6,"2/26/2019","10:52","Cash",544.2,27.21,5.3,"Banyak","Mahal","Buruk",0.544031271104926,0.544031271104925
"230","721-86-6247","Home and lifestyle",63.42,8,"3/11/2019","12:55","Ewallet",507.36,25.368,6.5,"Sangat Banyak","Sedang","Normal",0.506334035978143,0.506334035978143
"231","289-65-5721","Fashion accessories",81.37,2,"1/26/2019","19:28","Cash",162.74,17.7427113636364,6.5,"Sedikit","Mahal","Normal",0.15369502486544,0.15369502486544
"232","545-46-3100","Electronic accessories",10.59,3,"3/12/2019","13:52","",31.77,1.5885,8.7,"Sedikit","Sangat Murah","Bagus",0.0196774655669934,0.0196774655669934
"233","418-02-5978","Health and beauty",84.09,9,"2/11/2019","10:54","Cash",756.81,37.8405,8,"Sangat Banyak","Mahal","Bagus",0.761588523013323,0.761588523013321
"234","269-04-5750","Fashion accessories",73.82,4,"2/21/2019","18:31","Cash",295.28,14.764,6.7,"Sedang","Sedang","Normal",0.289319116714078,0.289319116714078
"235","157-13-5295","Health and beauty",51.94,10,"3/9/2019","18:24","Ewallet",519.4,25.97,6.5,"Sangat Banyak","Murah","Normal",0.518654196426744,0.518654196426743
"236","645-78-8093","Sports and travel",93.14,2,"1/20/2019","18:09","Ewallet",186.28,9.314,4.1,"Sedikit","Mahal","Sangat Buruk",0.177782780426908,0.177782780426908
"237","211-30-9270","Health and beauty",17.41,5,"1/28/2019","15:16","",87.05,4.3525,4.9,"Sedang","Sangat Murah","Sangat Buruk",0.076243783639973,0.0762437836399729
"238","755-12-3214","Fashion accessories",44.22,5,"3/5/2019","17:07","Credit card",221.1,11.055,8.6,"Sedang","Murah","Bagus",0.213413011890387,0.213413011890387
"239","346-84-3103","Electronic accessories",13.22,5,"3/2/2019","19:26","Cash",66.1,3.305,4.3,"Sedang","Sangat Murah","Sangat Buruk",0.0548062951517508,0.0548062951517508
"240","478-06-7835","Fashion accessories",89.69,1,"1/11/2019","11:20","Ewallet",89.69,4.4845,4.9,"Sedikit","Mahal","Sangat Buruk",0.078945214170231,0.0789452141702308
"241","540-11-4336","Food and beverages",24.94,9,"1/11/2019","16:49","Credit card",224.46,17.7427113636364,5.6,"Sangat Banyak","Sangat Murah","Buruk",0.216851196201625,0.216851196201625
"242","448-81-5016","Health and beauty",59.77,2,"3/11/2019","12:01","Credit card",119.54,5.977,5.8,"Sedikit","Sedang","Buruk",0.109489798006672,0.109489798006672
"243","142-72-4741","Fashion accessories",93.2,2,"2/28/2019","18:37","",186.4,9.32,6.5,"Sedikit","Mahal","Normal",0.177905572723738,0.177905572723738
"244","217-58-1179","Home and lifestyle",62.65,4,"1/5/2019","11:25","Cash",250.6,12.53,6.5,"Sedang","Sedang","Normal",0.243599451527741,0.24359945152774
"245","376-02-8238","Home and lifestyle",93.87,8,"2/2/2019","18:42","Credit card",750.96,37.548,8.3,"Sangat Banyak","Mahal","Bagus",0.755602398542865,0.755602398542863
"246","530-90-9855","Home and lifestyle",47.59,8,"1/1/2019","14:47","",380.72,17.7427113636364,5.7,"Sangat Banyak","Murah","Buruk",0.376747232056976,0.376747232056975
"247","866-05-7563","Electronic accessories",81.4,3,"2/9/2019","19:43","Cash",244.2,12.21,4.8,"Sedikit","Mahal","Sangat Buruk",0.237050529030145,0.237050529030145
"248","604-70-6476","Fashion accessories",17.94,5,"1/23/2019","14:04","Ewallet",89.7,4.485,6.5,"Sedang","Sangat Murah","Normal",0.0789554468616335,0.0789554468616333
"249","799-71-1548","Electronic accessories",77.72,4,"1/7/2019","16:11","",310.88,17.7427113636364,8.8,"Sedang","Mahal","Sangat Bagus",0.305282115301967,0.305282115301967
"250","785-13-7708","Food and beverages",73.06,7,"1/14/2019","19:06","Credit card",511.42,25.571,4.2,"Banyak","Sedang","Sangat Buruk",0.510488508687555,0.510488508687553
